0, map: ardougne_underground, area: Ardougne underground, coords: [ X: 2575, Y: 9694, Z: 0 ]
26, map: dorgeshkaan, area: Dorgesh-Kaan, coords: [ X: 2720, Y: 5344, Z: 0 ]
27, map: mosleharmless_cave, area: Mos Le'Harmless cave, coords: [ X: 3775, Y: 9407, Z: 0 ]
28, map: main, area: RuneScape Surface, coords: [ X: 3232, Y: 3232, Z: 0 ]
29, map: ourania, area: Ourania Altar, coords: [ X: 3296, Y: 4832, Z: 0 ]
30, map: undead_dungeon, area: Lair of Tarn Razorlor, coords: [ X: 3168, Y: 4564, Z: 0 ]
31, map: misthalin_underground, area: Misthalin Underground, coords: [ X: 3168, Y: 9632, Z: 0 ]
32, map: tutorial3_1, area: Tutorial cellar, coords: [ X: 3680, Y: 4960, Z: 0 ]
33, map: tutorial3_2, area: Tutorial cellar, coords: [ X: 3680, Y: 4960, Z: 0 ]
34, map: tutorial3_3, area: Tutorial cellar, coords: [ X: 3680, Y: 4960, Z: 0 ]
35, map: living_rock_caverns, area: Living Rock Caverns, coords: [ X: 3648, Y: 5120, Z: 0 ]
36, map: ancient_cavern, area: Ancient cavern, coords: [ X: 1619, Y: 5309, Z: 0 ]
37, map: spirit_plane, area: Spirit Plane, coords: [ X: 3708, Y: 5564, Z: 0 ]
38, map: ft3_zanaris_hq, area: Zanaris Fairy HQ, coords: [ X: 1568, Y: 4256, Z: 0 ]
39, map: lfm_worldmap, area: Lava Flow Mine, coords: [ X: 2169, Y: 5625, Z: 0 ]
40, map: jaro_jade_roots, area: Jadinko lair, coords: [ X: 3040, Y: 9248, Z: 0 ]
41, map: morytania_underground, area: Morytania underground, coords: [ X: 3479, Y: 9837, Z: 0 ]
42, map: ranged_slayer_dungeon, area: Ascension Dungeon, coords: [ X: 1087, Y: 639, Z: 1 ]
43, map: qbd2_area, area: Grotworm Lair, coords: [ X: 1206, Y: 6372, Z: 0 ]
44, map: carni_sewervariants, area: , coords: [ X: 1792, Y: 6440, Z: 0 ]
45, map: kk_kalphite, area: Exiled Kalphite Hive, coords: [ X: 2950, Y: 1632, Z: 0 ]
46, map: runespan_level_1, area: The Runespan, coords: [ X: 3967, Y: 6079, Z: 1 ]
47, map: runespan_level_2, area: The Runespan, coords: [ X: 4159, Y: 6079, Z: 1 ]
48, map: runespan_level_3, area: The Runespan, coords: [ X: 4351, Y: 6079, Z: 1 ]
49, map: boss2_entrance_room, area: Borehole entrance, coords: [ X: 3040, Y: 6112, Z: 0 ]
50, map: boss2_room_one, area: The borehole, coords: [ X: 3104, Y: 6112, Z: 0 ]
51, map: boss2_room_two, area: The borehole, coords: [ X: 3040, Y: 6048, Z: 0 ]
52, map: boss2_room_three, area: The borehole, coords: [ X: 3104, Y: 6048, Z: 0 ]
53, map: boss2_room_four, area: The borehole, coords: [ X: 3040, Y: 5984, Z: 0 ]
54, map: boss2_room_five, area: The final platform, coords: [ X: 3104, Y: 5984, Z: 0 ]
55, map: boss2_graveyard, area: The Graveyard, coords: [ X: 3072, Y: 6176, Z: 0 ]
56, map: quest_bacon_area_eli, area: Underground pig pens, coords: [ X: 1056, Y: 5728, Z: 0 ]
57, map: quest_bacon_pig_pen_1, area: Underground pig pens, coords: [ X: 1056, Y: 5792, Z: 0 ]
58, map: quest_bacon_pig_pen_2, area: Underground pig pens, coords: [ X: 1120, Y: 5792, Z: 0 ]
59, map: quest_bacon_pig_pen_3, area: Underground pig pens, coords: [ X: 1120, Y: 5728, Z: 0 ]
60, map: quest_bacon_pig_pen_4, area: Underground pig pens, coords: [ X: 1056, Y: 5664, Z: 0 ]
61, map: qbd1_stomach_area_01, area: Queen Black Dragon's stomach, coords: [ X: 992, Y: 6624, Z: 0 ]
62, map: qbd1_stomach_area_02, area: Queen Black Dragon's stomach, coords: [ X: 1120, Y: 6624, Z: 0 ]
63, map: qbd1_stomach_area_03, area: Queen Black Dragon's stomach, coords: [ X: 1248, Y: 6624, Z: 0 ]
64, map: qbd1_siren_area, area: Queen Black Dragon's stomach, coords: [ X: 1376, Y: 6624, Z: 0 ]
65, map: qbd1_music_maze_area_01, area: Cave complex, coords: [ X: 1056, Y: 6240, Z: 0 ]
66, map: qbd1_music_maze_area_02, area: Cave complex, coords: [ X: 1120, Y: 6240, Z: 0 ]
67, map: qbd1_music_maze_area_03, area: Cave complex, coords: [ X: 1184, Y: 6240, Z: 0 ]
68, map: qbd1_music_maze_area_04, area: Music maze cave, coords: [ X: 1056, Y: 6176, Z: 0 ]
69, map: qbd1_music_maze_area_05, area: Cave complex, coords: [ X: 1120, Y: 6176, Z: 0 ]
70, map: qbd1_music_maze_area_06, area: Music maze cave, coords: [ X: 1184, Y: 6176, Z: 0 ]
71, map: qbd1_music_maze_area_07, area: Cave complex, coords: [ X: 1248, Y: 6176, Z: 0 ]
72, map: qbd1_dreamers_cave_01, area: Dreamer's cave, coords: [ X: 1056, Y: 6112, Z: 0 ]
73, map: qbd1_dreamers_cave_02, area: Dreamer's cave, coords: [ X: 1120, Y: 6112, Z: 0 ]
74, map: qbd1_dreamers_cave_03, area: Dreamer's cave, coords: [ X: 1184, Y: 6112, Z: 0 ]
75, map: qbd1_connecting_room_01, area: Dreamer's cave, coords: [ X: 1440, Y: 6560, Z: 0 ]
76, map: qbd1_connecting_room_02, area: Dreamer's Cave, coords: [ X: 1440, Y: 6496, Z: 0 ]
77, map: qbd1_chasm, area: Chasm, coords: [ X: 1312, Y: 6240, Z: 0 ]
78, map: qbd1_multi_room_01, area: Crossroad, coords: [ X: 1440, Y: 6112, Z: 0 ]
79, map: qbd1_multi_room_02, area: Crossroad, coords: [ X: 1440, Y: 6240, Z: 0 ]
80, map: qbd2_dungeon_01, area: Grotworm Lair 1, coords: [ X: 1153, Y: 6368, Z: 0 ]
81, map: qbd2_dungeon_02, area: Grotworm Lair 2, coords: [ X: 1312, Y: 6432, Z: 0 ]
82, map: qbd2_dungeon_03, area: Grotworm Lair 3, coords: [ X: 1152, Y: 6496, Z: 0 ]
83, map: qbd2_boss_arena, area: Queen Black Dragon's lair, coords: [ X: 1440, Y: 6368, Z: 0 ]
84, map: qbd2_kerapacs_vault, area: Kerapac's Vault, coords: [ X: 1312, Y: 6112, Z: 0 ]
85, map: stolen_heart_rewards_area, area: Treasure chamber, coords: [ X: 1248, Y: 5920, Z: 0 ]
86, map: big_chinchompa_event_area, area: Big Chinchompa nest, coords: [ X: 1376, Y: 5984, Z: 0 ]
87, map: big_chinchompa_swamp_area, area: Swamp, coords: [ X: 1440, Y: 5984, Z: 0 ]
88, map: big_chinchompa_frost_area, area: Ice cave, coords: [ X: 1376, Y: 5920, Z: 0 ]
89, map: big_chinchompa_grassland_area_01, area: Grassland, coords: [ X: 1440, Y: 5920, Z: 0 ]
90, map: big_chinchompa_grassland_area_02, area: Grassland, coords: [ X: 1376, Y: 5856, Z: 0 ]
91, map: big_chinchompa_grassland_area_03, area: Grassland, coords: [ X: 1440, Y: 5856, Z: 0 ]
92, map: ariane_shrine_room, area: Old Tower Shrine Room, coords: [ X: 1696, Y: 6112, Z: 0 ]
93, map: ariane_stairwell, area: Old Tower Stairwell, coords: [ X: 1632, Y: 6112, Z: 0 ]
94, map: ariane_spellcasting_chamber, area: Old Tower Spellcasting Chamber, coords: [ X: 1632, Y: 6176, Z: 0 ]
95, map: ariane_library, area: Old Tower Library, coords: [ X: 1696, Y: 6176, Z: 0 ]
96, map: ariane_studies, area: Old Tower Studies, coords: [ X: 1632, Y: 6240, Z: 0 ]
97, map: carnillean_rising_sewer, area: Sewer, coords: [ X: 1824, Y: 6368, Z: 0 ]
98, map: carnillean_rising_sewer_instance, area: Sewer, coords: [ X: 1832, Y: 6445, Z: 0 ]
99, map: pioneer_cave_empty, area: Doric's cave, coords: [ X: 1632, Y: 5984, Z: 0 ]
100, map: pioneer_cave_full, area: Doric's cave, coords: [ X: 1568, Y: 5984, Z: 0 ]
101, map: red_axe_4_pretty_flowers_cave, area: Pretty Flower's Cave, coords: [ X: 1568, Y: 5856, Z: 0 ]
102, map: red_axe_4_tunnels_near_keldagrim, area: Tunnels Near Keldagrim, coords: [ X: 1696, Y: 5856, Z: 0 ]
103, map: red_axe_4_records_chamber_open, area: Keldagrim Records Chamber, coords: [ X: 1824, Y: 5856, Z: 0 ]
104, map: red_axe_4_records_chamber_closed, area: Keldagrim records chamber, coords: [ X: 1952, Y: 5856, Z: 0 ]
105, map: fist_of_guthix_lobby, area: Fist of Guthix lobby, coords: [ X: 1696, Y: 5600, Z: 0 ]
106, map: fist_of_guthix_matchmaking, area: Fist of Guthix waiting area, coords: [ X: 1632, Y: 5600, Z: 0 ]
107, map: fist_of_guthix_arena_01, area: Fist of Guthix arena, coords: [ X: 1663, Y: 5695, Z: 0 ]
108, map: fist_of_guthix_arena_02, area: Fist of Guthix arena, coords: [ X: 1760, Y: 5728, Z: 0 ]
109, map: rune_crafting_guild, area: Runecrafting Guild, coords: [ X: 1696, Y: 5472, Z: 2 ]
110, map: defenders_of_varrock_instance, area: Varrock, coords: [ X: 1888, Y: 5567, Z: 0 ]
111, map: barbarian_assault_arena, area: Barbarian Assault, coords: [ X: 1888, Y: 5472, Z: 0 ]
112, map: barbarian_assault_queen_arena, area: Barbarian Assault, coords: [ X: 1888, Y: 5408, Z: 0 ]
113, map: barbarian_assault_lobby, area: Barbarian Assault lobby, coords: [ X: 2592, Y: 5280, Z: 0 ]
114, map: olympics_2012_cheese_rolling, area: Cheese rolling, coords: [ X: 1248, Y: 5280, Z: 0 ]
115, map: olympics_2012_race, area: Racetrack, coords: [ X: 1376, Y: 5280, Z: 0 ]
116, map: olympics_2012_resource_race, area: Resource race, coords: [ X: 1504, Y: 5216, Z: 0 ]
117, map: brutal_barbarian_cave, area: Barbarian cave, coords: [ X: 1632, Y: 5280, Z: 0 ]
118, map: mad_mole, area: Mole lair, coords: [ X: 1728, Y: 5184, Z: 0 ]
119, map: varrock_museum, area: Varrock Museum, coords: [ X: 1760, Y: 4960, Z: 0 ]
120, map: lava_flow_mine, area: Lava flow mine, coords: [ X: 2208, Y: 5664, Z: 0 ]
121, map: clockwork_syringe_dungeon, area: Dungeon, coords: [ X: 1056, Y: 5024, Z: 0 ]
122, map: ame_combilock, area: Island, coords: [ X: 1628, Y: 5164, Z: 0 ]
123, map: ame_beehive, area: Beehive farm, coords: [ X: 1930, Y: 5042, Z: 0 ]
124, map: ame_pinball, area: Pinball, coords: [ X: 1972, Y: 5044, Z: 0 ]
125, map: ame_gravedigger, area: Graveyard, coords: [ X: 1928, Y: 5000, Z: 0 ]
126, map: ame_church, area: Church, coords: [ X: 1974, Y: 5002, Z: 0 ]
127, map: ame_evil_twin, area: Room, coords: [ X: 1870, Y: 5130, Z: 0 ]
128, map: ame_certers_office, area: Certers office, coords: [ X: 1888, Y: 5128, Z: 0 ]
129, map: ame_sandwich_lady, area: Sandwich shop, coords: [ X: 1912, Y: 5128, Z: 0 ]
130, map: ame_prison_pete, area: Party room, coords: [ X: 2086, Y: 4466, Z: 0 ]
131, map: ame_maze, area: Maze, coords: [ X: 2912, Y: 4576, Z: 0 ]
132, map: ame_evil_bob, area: Island, coords: [ X: 3424, Y: 4768, Z: 0 ]
133, map: ame_demon_sergeant, area: Assault course, coords: [ X: 3168, Y: 4832, Z: 0 ]
134, map: ame_pattern, area: Classroom, coords: [ X: 1888, Y: 5024, Z: 0 ]
135, map: player_owned_houses, area: Home, coords: [ X: 1919, Y: 5024, Z: 0 ]
136, map: rum_deal_islands, area: Mos Le'Harmless, coords: [ X: 2144, Y: 5119, Z: 0 ]
137, map: games_room, area: Games Room, coords: [ X: 2208, Y: 4960, Z: 0 ]
138, map: grim_tales_giant_island, area: Floating island, coords: [ X: 2144, Y: 5536, Z: 3 ]
139, map: gublinch_cave, area: Gublinch cave, coords: [ X: 3168, Y: 5344, Z: 0 ]
140, map: blast_furnace, area: Blast furnace, coords: [ X: 1952, Y: 4960, Z: 0 ]
141, map: eagles_peak_cave, area: Eagle's Peak cave, coords: [ X: 2016, Y: 4960, Z: 3 ]
142, map: tourist_trap_mine, area: Mine, coords: [ X: 1760, Y: 4704, Z: 0 ]
143, map: vinesweeper_field, area: Field, coords: [ X: 1632, Y: 4704, Z: 0 ]
144, map: kdb_lair, area: King Black Dragon's Lair, coords: [ X: 2272, Y: 4704, Z: 0 ]
145, map: sabbots_cave, area: Sabbot's cave, coords: [ X: 2270, Y: 4756, Z: 0 ]
146, map: meiyerditch_mine, area: Meiyerditch mine, coords: [ X: 2260, Y: 4628, Z: 2 ]
147, map: grim_tale_mouse_hole, area: Mouse hole, coords: [ X: 2272, Y: 5536, Z: 0 ]
148, map: cosmic_rune_temple, area: Cosmic Rune Temple, coords: [ X: 2144, Y: 4832, Z: 0 ]
149, map: death_rune_temple, area: Death Rune Temple, coords: [ X: 2208, Y: 4832, Z: 0 ]
150, map: chaos_rune_temple, area: Chaos Rune Temple, coords: [ X: 2272, Y: 4832, Z: 0 ]
151, map: nature_rune_temple, area: Nature Rune Temple, coords: [ X: 2400, Y: 4832, Z: 0 ]
152, map: law_rune_temple, area: Law Rune Temple, coords: [ X: 2464, Y: 4832, Z: 0 ]
153, map: body_rune_temple, area: Body Rune Temple, coords: [ X: 2528, Y: 4832, Z: 0 ]
154, map: fire_rune_temple, area: Fire Rune Temple, coords: [ X: 2592, Y: 4832, Z: 0 ]
155, map: earth_rune_temple, area: Earth Rune Temple, coords: [ X: 2656, Y: 4832, Z: 0 ]
156, map: mind_rune_temple, area: Mind Rune Temple, coords: [ X: 2784, Y: 4832, Z: 0 ]
157, map: air_rune_temple, area: Air Rune Temple, coords: [ X: 2848, Y: 4832, Z: 0 ]
158, map: blood_rune_temple, area: Blood Rune Temple, coords: [ X: 2464, Y: 4896, Z: 0 ]
159, map: water_rune_temple, area: Water Rune Temple, coords: [ X: 2464, Y: 4896, Z: 0 ]
160, map: circus, area: Circus, coords: [ X: 3552, Y: 5600, Z: 0 ]
161, map: taverley_slayer_dungeon, area: Taverley dungeon, coords: [ X: 2208, Y: 4512, Z: 0 ]
162, map: burthorpe_mine, area: Burthorpe mine, coords: [ X: 2272, Y: 4512, Z: 0 ]
163, map: abandoned_burthorpe_mine, area: Abandoned Burthorpe mine, coords: [ X: 2208, Y: 4384, Z: 0 ]
164, map: lumbridge_catacombs_upper, area: Lumbridge Catacombs, coords: [ X: 3872, Y: 5536, Z: 0 ]
165, map: lumbridge_catacombs_lower, area: Lumbridge Catacombs, coords: [ X: 4000, Y: 5536, Z: 0 ]
166, map: crucible_lobby, area: Crucible lobby, coords: [ X: 3360, Y: 6112, Z: 0 ]
167, map: crucible, area: Crucible, coords: [ X: 3263, Y: 6143, Z: 0 ]
168, map: impetuous_impulses_wheat_maze, area: Wheat maze, coords: [ X: 2592, Y: 4320, Z: 0 ]
169, map: stronghold_of_security_peace, area: Stronghold of Security Peace, coords: [ X: 1888, Y: 5216, Z: 0 ]
170, map: stronghold_of_security_plenty, area: Stronghold of Security Plenty, coords: [ X: 2016, Y: 5216, Z: 0 ]
171, map: stronghold_of_security_health, area: Stronghold of Security Health, coords: [ X: 2144, Y: 5280, Z: 0 ]
172, map: stronghold_of_security_life, area: Stronghold of Security Life, coords: [ X: 2336, Y: 5216, Z: 0 ]
173, map: wolf_whistle_troll_cave, area: Troll cave, coords: [ X: 1440, Y: 4448, Z: 0 ]
174, map: dragonking_castle_cutscene, area: Dragonkin castle, coords: [ X: 1888, Y: 4512, Z: 0 ]
175, map: enchanted_valley, area: Enchanted valley, coords: [ X: 3040, Y: 4512, Z: 0 ]
176, map: guthix_temple_entrance, area: Guthixian temple, coords: [ X: 2528, Y: 5856, Z: 0 ]
177, map: guthix_temple, area: Guthixian temple, coords: [ X: 2559, Y: 5759, Z: 0 ]
178, map: tower_of_life, area: Tower of Life, coords: [ X: 3040, Y: 4384, Z: 0 ]
179, map: killerwatt_plane, area: Killerwatt Plane, coords: [ X: 2656, Y: 5216, Z: 0 ]
180, map: thieves_guild_vault, area: Thieves' Guild, coords: [ X: 4616, Y: 5944, Z: 0 ]
181, map: thieves_guild_01, area: Thieves' Guild, coords: [ X: 4664, Y: 5902, Z: 0 ]
182, map: thieves_guild_02, area: Thieves' Guild, coords: [ X: 4768, Y: 5920, Z: 0 ]
183, map: thieves_guild_03, area: Thieves' Guild, coords: [ X: 4640, Y: 5792, Z: 0 ]
184, map: thieves_guild_04, area: Thieves' Guild, coords: [ X: 4768, Y: 5792, Z: 0 ]
185, map: rogues_den, area: Rogues' Den, coords: [ X: 3040, Y: 4960, Z: 0 ]
186, map: abyss_training_dungeon, area: The Abyss, coords: [ X: 3040, Y: 4896, Z: 0 ]
187, map: abyss_runecrafting_shortcut, area: The Abyss, coords: [ X: 3040, Y: 4832, Z: 0 ]
188, map: courtroom, area: Courtroom, coords: [ X: 1824, Y: 4256, Z: 0 ]
189, map: black_knights_fortress_basement, area: Black Knights Fortress Basement, coords: [ X: 1867, Y: 4237, Z: 0 ]
190, map: kings_ransom_jail, area: Jail, coords: [ X: 1901, Y: 4269, Z: 0 ]
191, map: keldagrim_rat_pit, area: Rat pit, coords: [ X: 1952, Y: 4704, Z: 0 ]
192, map: tunnel_of_chaos, area: Tunnel of Chaos, coords: [ X: 3168, Y: 5216, Z: 0 ]
193, map: souls_bane_ravine, area: Tolna's Rift, coords: [ X: 2976, Y: 5216, Z: 1 ]
194, map: souls_bane_rage, area: Tolna's Rage, coords: [ X: 3024, Y: 5232, Z: 0 ]
195, map: souls_bane_fear, area: Tolna's Fear, coords: [ X: 3056, Y: 5232, Z: 0 ]
196, map: souls_bane_confusion, area: Tolna's Confusion, coords: [ X: 3056, Y: 5200, Z: 0 ]
197, map: souls_bane_hopelessness_no_bridge, area: Tolna's Hopelessness, coords: [ X: 3088, Y: 5200, Z: 0 ]
198, map: souls_bane_hopelessness_with_bridge, area: Tolna's Hope, coords: [ X: 3024, Y: 5200, Z: 0 ]
199, map: wizards_tower_ariane_cutscene, area: Wizards' Tower, coords: [ X: 1184, Y: 4832, Z: 0 ]
200, map: pog_sewer, area: Sewer, coords: [ X: 2016, Y: 4223, Z: 0 ]
201, map: pog_sewer_entrance, area: Sewer, coords: [ X: 1930, Y: 4170, Z: 0 ]
202, map: pog_sewer_copy, area: Sewer, coords: [ X: 2208, Y: 5536, Z: 0 ]
203, map: arzinian_gold_mine, area: Arzinian Gold Mine, coords: [ X: 2367, Y: 4960, Z: 0 ]
204, map: arzinian_gold_mine_post_quest, area: Arzinian Gold Mine, coords: [ X: 2559, Y: 4960, Z: 0 ]
205, map: dorgeshkaan_copy, area: Dorgesh-Kaan, coords: [ X: 2464, Y: 4351, Z: 0 ]
206, map: stronghold_of_player_safety, area: Stronghold of Security, coords: [ X: 3168, Y: 4287, Z: 0 ]
207, map: stronghold_of_player_safety_cells, area: Stronghold, coords: [ X: 3082, Y: 4240, Z: 0 ]
208, map: fishing_platform_copy, area: Fishing Platform, coords: [ X: 1504, Y: 4320, Z: 0 ]
209, map: ibans_lair, area: Iban's Lair, coords: [ X: 2144, Y: 4640, Z: 0 ]
210, map: ibans_lair_temple_copy, area: Iban's Lair, coords: [ X: 2016, Y: 4704, Z: 0 ]
211, map: temple_of_light, area: Temple of Light, coords: [ X: 1952, Y: 4640, Z: 0 ]
212, map: easter_2011, area: Easter 2011, coords: [ X: 1599, Y: 4512, Z: 0 ]
213, map: easter_2009, area: Easter 2009, coords: [ X: 2464, Y: 5280, Z: 0 ]
214, map: easter_2010, area: Easter 2010, coords: [ X: 2528, Y: 5344, Z: 0 ]
215, map: easter_2007, area: Easter 2007, coords: [ X: 2080, Y: 5408, Z: 0 ]
216, map: xmas_2005, area: Xmas 2005, coords: [ X: 2008, Y: 4440, Z: 0 ]
217, map: xmas_2008, area: Xmas 2008, coords: [ X: 3424, Y: 4576, Z: 0 ]
218, map: xmas_2007, area: Xmas 2007, coords: [ X: 2656, Y: 5600, Z: 0 ]
219, map: xmas_2009, area: Xmas 2009, coords: [ X: 2592, Y: 5600, Z: 0 ]
220, map: xmas_2010, area: Xmas 2010, coords: [ X: 2784, Y: 5728, Z: 0 ]
221, map: xmas_2011, area: Xmas 2011, coords: [ X: 1215, Y: 4351, Z: 0 ]
222, map: halloween_2006, area: Halloween 2006, coords: [ X: 1696, Y: 4512, Z: 0 ]
223, map: halloween_2007, area: Halloween 2007, coords: [ X: 1663, Y: 4832, Z: 0 ]
224, map: halloween_2009, area: Halloween 2009, coords: [ X: 3808, Y: 5152, Z: 0 ]
225, map: halloween_2010, area: halloween 2010, coords: [ X: 4320, Y: 5344, Z: 0 ]
226, map: halloween_2011, area: halloween 2011, coords: [ X: 4095, Y: 5247, Z: 0 ]
227, map: tzhaar_elder_kiln, area: Elder Kiln, coords: [ X: 4192, Y: 5088, Z: 0 ]
228, map: tzhaar_caves, area: TzHaar City, coords: [ X: 4671, Y: 5119, Z: 0 ]
229, map: tzhaar_fight_cave, area: Fight Cave, coords: [ X: 4448, Y: 5152, Z: 0 ]
230, map: tzhaar_theatre, area: TzHaar Theatre, coords: [ X: 4448, Y: 5226, Z: 0 ]
231, map: elfcity, area: Prifddinas, coords: [ X: 2208, Y: 3360, Z: 0 ]
232, map: tzhaar_armadillo_cave, area: TokTz-Ket-Dill's Lair, coords: [ X: 4464, Y: 5068, Z: 0 ]
233, map: tzhaar_armadillo_nest, area: Armadillo nest, coords: [ X: 4832, Y: 5280, Z: 0 ]
234, map: tzhaar_road_to_the_elder_kiln, area: TzHaar tunnels, coords: [ X: 4671, Y: 5280, Z: 0 ]
235, map: agility_pyramid_top, area: Agility Pyramid, coords: [ X: 3040, Y: 4704, Z: 0 ]
236, map: yanille_watch_tower, area: Yanille, coords: [ X: 2912, Y: 4704, Z: 0 ]
237, map: phoenix_lair, area: Phoenix's Lair, coords: [ X: 3519, Y: 5216, Z: 0 ]
238, map: romeo_and_juliet_crypt, area: Crypt, coords: [ X: 2329, Y: 4643, Z: 0 ]
239, map: hettys_basement, area: Hetty's basement, coords: [ X: 3168, Y: 4520, Z: 0 ]
240, map: bettys_basement, area: Betty's basement, coords: [ X: 3232, Y: 4512, Z: 0 ]
241, map: swept_away_puzzle_01, area: Forest, coords: [ X: 3296, Y: 4512, Z: 0 ]
242, map: swept_away_puzzle_02, area: Forest, coords: [ X: 3232, Y: 4448, Z: 0 ]
243, map: watermill_cellar_instance, area: Watermill cellar, coords: [ X: 2016, Y: 5088, Z: 0 ]
244, map: red_axe_caves, area: Red Axe caves, coords: [ X: 1888, Y: 4960, Z: 1 ]
245, map: chaos_dwarf_battlefield, area: Battlefield, coords: [ X: 1504, Y: 4704, Z: 0 ]
246, map: abandoned_mine_tracks, area: Abandoned mine tracks, coords: [ X: 1504, Y: 4576, Z: 1 ]
247, map: red_axe_base, area: Red Axe base, coords: [ X: 1504, Y: 4512, Z: 0 ]
248, map: consortium_meeting_room_cutscene, area: Consortium meeting room, coords: [ X: 2016, Y: 4512, Z: 0 ]
249, map: sigmunds_base, area: Sigmund's base, coords: [ X: 2336, Y: 4320, Z: 0 ]
250, map: bandos_throne_room_01, area: Bandos's throne room, coords: [ X: 2336, Y: 4242, Z: 0 ]
251, map: bandos_throne_room_02, area: Bandos's throne room, coords: [ X: 2336, Y: 4274, Z: 0 ]
252, map: chosen_commander_small_cave_instance, area: Small cave, coords: [ X: 2400, Y: 4256, Z: 0 ]
253, map: secret_goblin_temple_crypt, area: Goblin temple crypt, coords: [ X: 2464, Y: 4256, Z: 0 ]
254, map: secret_goblin_temple, area: Goblin temple, coords: [ X: 2784, Y: 4256, Z: 0 ]
255, map: lady_lumbridge_ship, area: The Lady Lumbridge, coords: [ X: 2080, Y: 5536, Z: 0 ]
256, map: dillo_collapsing_cave, area: Collapsing cave, coords: [ X: 2080, Y: 5664, Z: 0 ]
257, map: ruins_of_uzer, area: Ruins of Uzer, coords: [ X: 2720, Y: 4896, Z: 0 ]
258, map: thammarons_throne_room, area: Thammaron's throne room, coords: [ X: 3552, Y: 4960, Z: 0 ]
259, map: chars_caves, area: Firemakers' Caves, coords: [ X: 3808, Y: 4735, Z: 0 ]
260, map: mobilising_armies_islands, area: Island, coords: [ X: 3936, Y: 5856, Z: 0 ]
261, map: mobilising_armies_waiting_rooms, area: Waiting room, coords: [ X: 4256, Y: 5920, Z: 0 ]
262, map: stealing_creation, area: The Primorial Realm, coords: [ X: 1952, Y: 5728, Z: 0 ]
263, map: goblin_village_copy, area: Goblin Village, coords: [ X: 2448, Y: 5424, Z: 0 ]
264, map: mage_training_arena_basement, area: Mage Training Arena basement, coords: [ X: 3630, Y: 4812, Z: 0 ]
265, map: mage_training_arena_basement_instance, area: Mage Training Arena basement, coords: [ X: 3600, Y: 4848, Z: 0 ]
266, map: polypore_slayer_dungeon, area: Polypore Dungeon, coords: [ X: 4671, Y: 5439, Z: 0 ]
267, map: polypore_dungeoneering_dungeon, area: Polypore Dungeon, coords: [ X: 4704, Y: 5600, Z: 0 ]
268, map: sorceress_garden, area: Sorceress' garden, coords: [ X: 2912, Y: 5472, Z: 0 ]
269, map: ham_tunnel, area: H.AM. tunnel, coords: [ X: 2400, Y: 5536, Z: 0 ]
